spike_number,step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13,step_14,step_15,step_16,step_17,step_18,step_19,step_20,step_21,step_22,step_23,step_24,step_25,step_26,step_27,step_28,step_29,step_30,step_31,step_32,step_33,step_34,step_35,step_36,step_37,step_38
11,40.85313540505457,40.85313540505457,52.994643900929205,53.811346583174775,59.82818705549732,61.467028162644766,65.07039514253685,66.89133033318711,69.40032151694439,71.14499910645975,73.09447783113819,74.69022012541993,76.31564239584401,,,,,,,,,,,,,,,,,,,,,,,,,
12,41.01514055045164,41.01514055045164,53.20482825573493,54.024708595168846,60.06531554187004,61.71048705003376,65.32792540392181,67.15579908863366,69.6744037998374,71.42560572771097,73.38236806385288,74.98393753950992,76.61525416887874,,,,,,,,,,,,,,,,,,,,,,,,,
13,41.1750274816958,41.1750274816958,53.411631836181535,54.23426884723955,60.29774299179014,61.948687158237114,65.57946686989659,67.41369572222038,69.94127698272567,71.69843645130575,73.6619074226294,75.26876876663155,,,,,,,,,,,,,,,,,,,,,,,,,,
14,40.72377660509197,40.72377660509197,52.90975571154648,53.76606007618136,59.83088181645615,61.51215576009777,65.15893055584706,67.01934397284182,69.56668676083095,71.34684850763274,73.33016143357418,74.95751372470765,76.61288479595059,,,,,,,,,,,,,,,,,,,,,,,,,
15,41.218529896815014,41.218529896815014,53.48627805968146,54.32011201767412,60.40611451462327,62.07126453786114,65.72017792528152,67.56885647605527,70.11200229789105,71.88290291316379,73.86018245841242,75.4797965737359,,,,,,,,,,,,,,,,,,,,,,,,,,
16,40.853475029476776,40.853475029476776,53.084780177780836,53.947626343629,60.037689521830615,61.729004723004984,65.39276740676519,67.26387696752329,69.8242564422082,71.61466503628064,73.60882141534006,75.24564079128864,,,,,,,,,,,,,,,,,,,,,,,,,,
17,40.7673771840588,40.7673771840588,52.98938807482442,53.85977724415432,59.95162624484987,61.65070871155117,65.31976811094034,67.19836535028064,69.76515616690237,71.5627178378941,73.56349498745894,75.2071080557605,,,,,,,,,,,,,,,,,,,,,,,,,,
18,40.7609978182666,40.7609978182666,52.98725413927118,53.86117120711798,59.95775859798018,61.661147190341296,65.33489339735505,67.21793470763635,69.78924737728497,71.59116667014499,73.59626197969129,75.2440596070636,,,,,,,,,,,,,,,,,,,,,,,,,,
19,40.78755288651635,40.78755288651635,53.02460464152863,53.900809819118685,60.00403391671155,61.710706529754155,65.38935105995259,67.27590001342989,69.85126504352036,71.65661547346883,73.6652785752205,75.3163309629112,,,,,,,,,,,,,,,,,,,,,,,,,,
20,40.829984360032,40.829984360032,53.081188979206374,53.95917603201017,60.07009764350022,61.779651487700754,65.46339689946537,67.3530720456831,69.93232938214145,71.7407116845524,73.75262052996831,75.40650618565603,,,,,,,,,,,,,,,,,,,,,,,,,,
21,40.88053601107515,40.88053601107515,53.14763579309413,54.02715322971939,60.1463272246835,61.858558434952116,65.54750966540435,67.44011091735283,70.02317128529808,71.83436949219109,73.84934498116684,75.50583075289984,,,,,,,,,,,,,,,,,,,,,,,,,,
22,40.93519465034701,40.93519465034701,53.219044204717264,54.099945807406215,60.227623564811346,61.94240217249245,65.63658084162168,67.53197592884433,70.11876084437111,71.93263215543968,73.9505489452193,75.60948182069535,,,,,,,,,,,,,,,,,,,,,,,,,,
23,40.99170829563879,40.99170829563879,53.29264545351101,54.17483426618494,60.31108151224172,62.02830804719487,65.72767663024698,67.62576129703267,70.2161883290081,72.03262246442208,74.05337736785128,75.71464234284797,,,,,,,,,,,,,,,,,,,,,,,,,,
24,41.04874609053889,41.04874609053889,53.36679633281985,54.25020082576782,60.3949678178232,62.114556702000435,65.8190380626906,67.7197208300228,70.31370146042025,72.1326041633371,74.156104104072,75.81960606234276,,,,,,,,,,,,,,,,,,,,,,,,,,
25,41.105496510971214,41.105496510971214,53.440492484931376,54.32505541254434,60.47822009299983,62.200092900534514,65.909584275443,67.81278031190601,70.41022120251162,72.2315070955784,74.25766436940734,75.92331969278466,,,,,,,,,,,,,,,,,,,,,,,,,,
26,41.16145738411786,41.16145738411786,53.513111973730524,54.398784770747184,60.5601800819633,62.28426272398549,65.99864541350189,67.90427402937283,70.50507893147875,72.32866828288228,74.3573987127595,76.02513116404761,,,,,,,,,,,,,,,,,,,,,,,,,,
27,41.2163185023808,41.2163185023808,53.58427104127853,54.47101083060885,60.64044241946555,62.366663966193066,66.08580999420178,67.99379363518773,70.59786512970803,72.42368234091748,74.45490460735962,76.12464320638927,,,,,,,,,,,,,,,,,,,,,,,,,,
28,41.269892465783514,41.269892465783514,53.65373871363254,54.54150662360177,60.71876452742323,62.44705672727297,66.17083341119091,68.08109727862714,70.6883381564374,72.51631103332518,74.5499464754394,76.2216243485528,,,,,,,,,,,,,,,,,,,,,,,,,,
29,41.32207220815262,41.32207220815262,53.72138415243611,54.610144324153666,60.795010782912684,62.52530787485188,66.25358095897681,68.1660528835402,70.77636717167663,72.60642655720655,74.6423991472933,76.3159528691584,,,,,,,,,,,,,,,,,,,,,,,,,,
30,41.372804027012144,41.372804027012144,53.78714312046595,54.67686209438918,60.86911681151255,62.60135545318299,66.33399124959988,68.24860165677642,70.86189534930936,72.69397492209845,74.73221128867607,76.40758047987407,,,,,,,,,,,,,,,,,,,,,,,,,,
31,41.42206999093706,41.42206999093706,53.85099605239277,54.74164237085171,60.94106606102861,62.675185294673156,66.41205213381778,68.32873403189055,70.94491559007767,72.7789517365419,74.81938118528811,76.49650824562508,,,,,,,,,,,,,,,,,,,,,,,,,,
32,41.46987621167543,41.46987621167543,53.91295340660872,54.80449734333229,61.01087411206436,62.74681533517899,66.48778453285783,68.40647349555255,71.02545417340185,72.86138589000339,74.90394040484429,76.58277032003458,,,,,,,,,,,,,,,,,,,,,,,,,,
33,41.51624488842468,41.51624488842468,53.973045712626536,54.86545907923323,61.07857799563494,62.81628492372133,66.56123140745436,68.48186554190741,71.1035595820177,72.94132838763035,74.98594260833035,76.66642279715279,,,,,,,,,,,,,,,,,,,,,,,,,,
34,41.56120883638664,41.56120883638664,54.0313167178484,54.92457271837846,61.14422882556757,62.88364744355559,66.63245013791024,68.55497003669464,71.17929477091965,73.01884462073463,75.06545579905743,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,40.92485262642569,40.92485262642569,53.30959748785412,54.24089604887205,60.448925654415945,62.22006095152893,65.97927773621385,67.92796408687272,70.5693481710373,72.43140833492208,74.49637098741482,76.1983559748854,,,,,,,,,,,,,,,,,,,,,,,,,,
36,41.36582308497492,41.36582308497492,53.80107806863723,54.7037295383749,60.915368254183605,62.66315988642725,66.41336810335925,68.34364528525525,70.97301356651056,72.82006957657327,74.87310221421383,76.56251662857635,,,,,,,,,,,,,,,,,,,,,,,,,,
37,41.52628276156537,41.52628276156537,53.99505563535306,54.89304120912196,61.115981123054766,62.86081764044223,66.61439538807045,68.5424750428723,71.17206729495457,73.01714434812038,75.06911775505515,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,40.937373733573864,40.937373733573864,53.330485819696705,54.26488822973765,60.47918376576842,62.254463305235454,66.01898718233706,67.97208786028793,70.61827318951771,72.48472217209198,74.5541604659515,76.26039786915027,,,,,,,,,,,,,,,,,,,,,,,,,,
39,41.4051466085761,41.4051466085761,53.85472100277015,54.759783405267875,60.97973230782186,62.731185921754786,66.48727114913383,68.4215203094615,71.05562867197236,72.90659407386778,74.96375212523643,76.65689129207867,,,,,,,,,,,,,,,,,,,,,,,,,,
40,41.58020267068981,41.58020267068981,54.06612420844078,54.965716624020374,61.19737047198911,62.944802590900615,66.7035404034825,68.6341887228414,71.26713092496561,73.11434592006535,75.16856408326967,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,40.990132955662446,40.990132955662446,53.39825116184633,54.333030251350785,60.55404764970597,62.330276185702594,66.09802421521024,68.0518842600427,70.6995006213784,72.56621681588148,74.63599065789813,76.34192782508846,,,,,,,,,,,,,,,,,,,,,,,,,,
42,41.44460538797044,41.44460538797044,53.903546805409825,54.80765866437955,61.030722240361804,62.78119981912396,66.53771841779115,68.4706168997165,71.10373492396305,72.9528358047354,75.00809969944197,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,40.91286687904897,40.91286687904897,53.30172618215331,54.23847306558228,60.45208860461808,62.22916044201926,65.99401147851502,67.94832488691148,70.5949647779063,72.46209711101788,74.53176103007596,76.23817746023434,,,,,,,,,,,,,,,,,,,,,,,,,,
44,41.39356936933081,41.39356936933081,53.83943160902515,54.743786636318895,60.961289809155,62.71130854687945,66.4651513850578,68.39742948757372,71.03052382130632,72.8797425730375,74.93557844768243,76.62687760673768,,,,,,,,,,,,,,,,,,,,,,,,,,
45,41.56192602956629,41.56192602956629,54.04134658525152,54.93979253422546,61.167603067697726,62.91321965486708,66.6691058481994,68.59769203935726,71.2281834200509,73.07325997794764,75.12519723459032,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,40.96614359162048,40.96614359162048,53.36693752290003,54.30106458563948,60.51837990392997,62.29343222197967,66.05886941910076,68.01141770487635,70.6573240499697,72.52274058611603,74.59108808219548,76.29577600610014,,,,,,,,,,,,,,,,,,,,,,,,,,
47,41.41905057523806,41.41905057523806,53.87004033631052,54.77479766983807,60.9943890932459,62.74488807585133,66.49973453149418,68.43243840766169,71.0646972956724,72.9135795758892,74.96837853363226,76.65894344744443,,,,,,,,,,,,,,,,,,,,,,,,,,
48,41.575897304245466,41.575897304245466,54.05797186226219,54.95575052715176,61.18413624314735,62.93046378215511,66.68679635568122,68.61603551024957,71.24693406704733,73.09255893811914,75.1448887161112,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,40.97477754357061,40.97477754357061,53.37707916099394,54.310716239350285,60.52818364183837,62.30265840140807,66.06772271849928,68.01960909420455,70.66630937132668,72.53166568422202,74.60067795656332,76.30557073198662,,,,,,,,,,,,,,,,,,,,,,,,,,
50,41.42483268576561,41.42483268576561,53.87778311413418,54.781403755573606,61.001420557085936,62.750960244727665,66.50556824618445,68.437400536867,71.06910092027178,72.91852590088214,74.97327160303597,76.66436825467932,,,,,,,,,,,,,,,,,,,,,,,,,,
51,41.57927074037105,41.57927074037105,54.06260730998992,54.96065130279937,61.18980739323908,62.93513137318754,66.69137191557657,68.61965072514232,71.25005170039034,73.09475580503363,75.14777166682408,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,40.97654893352472,40.97654893352472,53.37959631767558,54.313493818820554,60.531475621231124,62.306310160234,66.07181190300085,68.0240856119081,70.66978580953408,72.5348548771856,74.60285635991546,76.30713208892493,,,,,,,,,,,,,,,,,,,,,,,,,,
53,41.42590106171906,41.42590106171906,53.879416208262136,54.78319092999335,61.003659362310934,62.75345401315944,66.50845846400928,68.44059446163186,71.07266212708286,72.92101887237516,74.97544801334,76.66548717273884,,,,,,,,,,,,,,,,,,,,,,,,,,
54,41.57956270374788,41.57956270374788,54.06308807328173,54.96138084327763,61.190757798573884,62.936393135136726,66.69289592467165,68.62149870881586,71.25218945188419,73.09721710272828,75.14914463771512,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,40.97581080357847,40.97581080357847,53.377831239383994,54.31251074780714,60.5302026989317,62.30559921929637,66.07113999909201,68.02385062437891,70.66974518415554,72.53518980053059,74.60345703423725,76.3080786971584,,,,,,,,,,,,,,,,,,,,,,,,,,
56,41.424937184380695,41.424937184380695,53.87732709448618,54.78056499399912,61.00139643897154,62.75108932914286,66.50648717905345,68.43872944547721,71.07116332547491,72.9197362086749,74.9745098804452,76.66482044645693,,,,,,,,,,,,,,,,,,,,,,,,,,
57,41.57845695081643,41.57845695081643,54.06099464312553,54.95862159717983,61.18846174954895,62.933878208082476,66.69082205725533,68.61944660855409,71.25051231060964,73.09569477115669,75.1479531212018,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,40.975744758242286,40.975744758242286,53.37801520018518,54.311462170996386,60.5287368790287,62.30295875201498,66.06917191625494,68.0214415854111,70.66783705197645,72.53319531501091,74.60184103139648,76.30655626241047,,,,,,,,,,,,,,,,,,,,,,,,,,
59,41.42467246638566,41.42467246638566,53.8772343295678,54.780624489503246,61.00025654643532,62.74947354682598,66.50508234478949,68.43720960867401,71.06989363517685,72.91851323514479,74.97352417952695,76.66396609370454,,,,,,,,,,,,,,,,,,,,,,,,,,
60,41.5784299299026,41.5784299299026,54.061160164272174,54.95891444111659,61.187564718803536,62.93248750458781,66.68963430653956,68.61812595809369,71.24942776754907,73.09463868281725,75.14711748385616,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,40.975647177868524,40.975647177868524,53.37806562734016,54.31163252415414,60.529073018358865,62.30345157749105,66.06842562558582,68.0215769389911,70.66740450959662,72.53332001387272,74.6017565528976,76.30682495657155,,,,,,,,,,,,,,,,,,,,,,,,,,
62,41.4250305934782,41.4250305934782,53.877821078275865,54.78131038911177,61.001117949915745,62.7504667546131,66.5048405662092,68.43783146606448,71.06994023316395,72.91909983611319,74.97388821721243,76.66466542976374,,,,,,,,,,,,,,,,,,,,,,,,,,
63,41.57896801494523,41.57896801494523,54.06195648786105,54.95979819825434,61.1886268039744,62.93366839728413,66.6895769412081,68.61892188228427,71.24964100116135,73.0953815015439,75.147628204906,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,40.976177695212044,40.976177695212044,53.378855439848,54.312482118757416,60.53010594244595,62.30457854238333,66.06970127880233,68.02157469266251,70.66826180164773,72.53357292557993,74.60253554217374,76.3073573744609,,,,,,,,,,,,,,,,,,,,,,,,,,
