episode,episode_steps,running_avg_100,avg_loss
0,23,23.0000,0.0
1,13,18.0000,0.0
2,19,18.3333,0.0
3,18,18.2500,0.0
4,16,17.8000,0.0
5,36,20.8333,0.0
6,27,21.7143,0.643190152645111
7,18,21.2500,0.5945945216549767
8,12,20.2222,0.5631621529658636
9,28,21.0000,0.5319794788956642
10,25,21.3636,0.488918696641922
11,24,21.5833,0.4455549207826455
12,32,22.3846,0.4165089838206768
13,13,21.7143,0.38739057229115414
14,65,24.6000,0.35204535722732544
15,12,23.8125,0.3171472946802775
16,18,23.4706,0.28528741167651284
17,17,23.1111,0.27533962007831125
18,18,22.8421,0.2612987822956509
19,16,22.5000,0.2462939890101552
20,14,22.0952,0.24075960155044282
21,26,22.2727,0.22882897406816483
22,22,22.2609,0.2159904573451389
23,15,21.9583,0.2109281728665034
24,18,21.8000,0.19614874240424898
25,21,21.7692,0.18918084388687498
26,19,21.6667,0.18489850037976316
27,22,21.6786,0.17227741263129495
28,50,22.6552,0.1655307912826538
29,14,22.3667,0.15647420180695398
30,13,22.0645,0.16062704989543328
31,14,21.8125,0.1491840279528073
32,40,22.3636,0.14461075011640787
33,16,22.1765,0.1377617777325213
34,32,22.4571,0.1406049132347107
35,15,22.2500,0.15178312559922535
36,13,22.0000,0.13752173918944138
37,12,21.7368,0.12989027798175812
38,10,21.4359,0.1357994019985199
39,20,21.4000,0.1317367035895586
40,15,21.2439,0.1328766678770383
41,12,21.0238,0.125228526070714
42,44,21.5581,0.12666789865629238
43,25,21.6364,0.12433111876249313
44,53,22.3333,0.11431378702510078
45,17,22.2174,0.10694990438573501
46,11,21.9787,0.10945462401617657
47,16,21.8542,0.1150996801443398
48,20,21.8163,0.11213391982018947
49,12,21.6200,0.11367709189653397
50,15,21.4902,0.11659625669320424
51,23,21.5192,0.12295462093923402
52,10,21.3019,0.12000699639320374
53,16,21.2037,0.12833454739302397
54,16,21.1091,0.11676323087885976
55,37,21.3929,0.11019043513649218
56,13,21.2456,0.12301922073731056
57,30,21.3966,0.11270520190397898
58,9,21.1864,0.12115003168582916
59,15,21.0833,0.10571338310837745
60,28,21.1967,0.10853651777974196
61,13,21.0645,0.13280862627121118
62,9,20.8730,0.1162014901638031
63,11,20.7188,0.12827485257929022
64,15,20.6308,0.1256539819141229
65,11,20.4848,0.11731504716656425
