episode,episode_steps,running_avg_100,avg_loss
0,17,17.0000,0.0
1,13,15.0000,0.0
2,17,15.6667,0.0
3,14,15.2500,0.0
4,29,18.0000,0.49732967990416066
5,11,16.8333,0.46801025759090076
6,33,19.1429,0.4333727910663142
7,25,19.8750,0.38798089265823366
8,14,19.2222,0.35409287895475117
9,21,19.4000,0.321278011515027
10,21,19.5455,0.2756231632970628
11,42,21.4167,0.2043611208597819
12,70,25.1538,0.10717980680721147
13,19,24.7143,0.06132202007268604
14,12,23.8667,0.05047525962193807
15,18,23.5000,0.0451830399947034
16,15,23.0000,0.03743149886528651
17,31,23.4444,0.03314419361131807
18,11,22.7895,0.028089933266693897
19,15,22.4000,0.024149788791934648
20,16,22.0952,0.02688021707581356
21,24,22.1818,0.027790188246096175
22,14,21.8261,0.023133033686982735
23,14,21.5000,0.02580923473994647
24,22,21.5200,0.02980944582007148
25,13,21.1923,0.029161901356509097
26,12,20.8519,0.030501920574655134
27,11,20.5000,0.04254859685897827
28,18,20.4138,0.03507743418837587
29,17,20.3000,0.03621127861825859
30,13,20.0645,0.03310655129070465
31,15,19.9062,0.035525792216261225
32,10,19.6061,0.03074762113392353
33,40,20.2059,0.04081738954409957
34,17,20.1143,0.04217250250718173
35,17,20.0278,0.03887597772785846
36,9,19.7297,0.042092751090725265
37,9,19.4474,0.05729072023597029
38,10,19.2051,0.04803572092205286
39,11,19.0000,0.0502472362396392
40,11,18.8049,0.049778504466468636
41,10,18.5952,0.05746967308223248
42,14,18.4884,0.05549801979213953
43,10,18.2955,0.06018822081387043
44,11,18.1333,0.05388343774459579
45,12,18.0000,0.05582567987342676
46,19,18.0213,0.05357778248818297
47,14,17.9375,0.06665797824306148
48,16,17.8980,0.05435364379081875
49,12,17.7800,0.06877656855310003
50,11,17.6471,0.07409200885079124
51,15,17.5962,0.07180270130435626
52,12,17.4906,0.07465847457448642
53,16,17.4630,0.0751063889474608
54,15,17.4182,0.0738849742958943
55,11,17.3036,0.07691248286176812
56,14,17.2456,0.08192228712141514
57,9,17.1034,0.07711133402254847
58,9,16.9661,0.07768219626612133
59,11,16.8667,0.0954743166538802
60,11,16.7705,0.08551501482725143
61,9,16.6452,0.09231426235702303
62,16,16.6349,0.09887810051441193
63,12,16.5625,0.09674020577222109
64,11,16.4769,0.0986280001022599
65,14,16.4394,0.09980000422469207
66,14,16.4030,0.11266865581274033
67,18,16.4265,0.10383057490819031
68,13,16.3768,0.09047807079668228
69,11,16.3000,0.10512685623358596
70,9,16.1972,0.10982970562246111
71,16,16.1944,0.10374013287946582
72,19,16.2329,0.09895015841251925
73,10,16.1486,0.10186677686870098
74,20,16.2000,0.11694522369652986
75,10,16.1184,0.12041539512574673
76,13,16.0779,0.14570115506649017
77,37,16.3462,0.11505161145248928
78,13,16.3038,0.10689304568446599
79,11,16.2375,0.14236109432849017
80,19,16.2716,0.11980462093886576
81,12,16.2195,0.14522916916757822
82,11,16.1566,0.13047350672158328
83,12,16.1071,0.1206866620729367
84,13,16.0706,0.12292473419354512
85,16,16.0698,0.1156972914468497
86,21,16.1264,0.11453808773131598
87,14,16.1023,0.17076422806297029
88,11,16.0449,0.14561135931448502
89,13,16.0111,0.14270675296966845
90,9,15.9341,0.0900889208747281
91,10,15.8696,0.16057981550693512
92,11,15.8172,0.12417289953340184
93,20,15.8617,0.14548670826479793
94,15,15.8526,0.15155164847771327
95,15,15.8438,0.15404589871565502
96,17,15.8557,0.19285894053823807
97,11,15.8061,0.18072619018229572
98,11,15.7576,0.1732551861893047
99,13,15.7300,0.16131584231670087
100,22,15.7800,0.1490990880199454
101,15,15.8000,0.16782248814900716
102,13,15.7600,0.16437878774908873
103,20,15.8200,0.14943994246423245
104,21,15.7400,0.18994095815079554
105,12,15.7500,0.16284310010572275
106,24,15.6600,0.18959383992478251
107,16,15.5700,0.17692232807166874
