episode,episode_steps,episode_reward,epsilon,running_avg_100,generalization_avg,generalization_seeds,generalization_rewards,best_running_avg_100,best_generalization_avg,saved_best_running_model,saved_best_generalization_model
0,14,14.0,0.8720914741659975,,,,,0,0,0,0
1,61,61.0,0.8492792054403546,,,,,0,0,0,0
2,9,9.0,0.8459671233517694,,,,,0,0,0,0
3,13,13.0,0.8412070583446629,,,,,0,0,0,0
4,20,20.0,0.8339390347788691,,,,,0,0,0,0
5,20,20.0,0.8267373248345518,,,,,0,0,0,0
6,13,13.0,0.8220914872176506,,,,,0,0,0,0
7,42,42.0,0.807269632147162,,,,,0,0,0,0
8,28,28.0,0.79754571271426,,,,,0,0,0,0
9,16,16.0,0.7920449548886415,,,,,0,0,0,0
10,24,24.0,0.7838690788237341,,,,,0,0,0,0
11,46,46.0,0.7684477955160187,,,,,0,0,0,0
12,11,11.0,0.7648080142285778,,,,,0,0,0,0
13,23,23.0,0.7572565982668791,,,,,0,0,0,0
14,20,20.0,0.7507545407139904,,,,,0,0,0,0
15,20,20.0,0.7443118080902904,,,,,0,0,0,0
16,9,9.0,0.7414317887684869,,,,,0,0,0,0
17,11,11.0,0.7379278591137013,,,,,0,0,0,0
18,13,13.0,0.7338095607471835,,,,,0,0,0,0
19,28,28.0,0.7250222779056072,,,,,0,0,0,0
20,26,26.0,0.7169630105103959,,,,,0,0,0,0
21,11,11.0,0.7135821235949205,,,,,0,0,0,0
22,11,11.0,0.7102182376748762,,,,,0,0,0,0
23,12,12.0,0.7065678330642469,,,,,0,0,0,0
24,10,10.0,0.7035411272888197,,,,,0,0,0,0
25,26,26.0,0.6957363033318822,,,,,0,0,0,0
26,14,14.0,0.691572067909884,,,,,0,0,0,0
27,13,13.0,0.6877291286973044,,,,,0,0,0,0
28,18,18.0,0.6824457929108854,,,,,0,0,0,0
29,13,13.0,0.6786570649046526,,,,,0,0,0,0
30,25,25.0,0.6714341890262117,,,,,0,0,0,0
31,12,12.0,0.6679964934713329,,,,,0,0,0,0
32,22,22.0,0.6617429446644543,,,,,0,0,0,0
33,15,15.0,0.6575151684689999,,,,,0,0,0,0
34,8,8.0,0.655272210155601,,,,,0,0,0,0
35,16,16.0,0.6508108888041446,,,,,0,0,0,0
36,18,18.0,0.6458308504002395,,,,,0,0,0,0
37,10,10.0,0.6430818623961894,,,,,0,0,0,0
38,10,10.0,0.6403454440455616,,,,,0,0,0,0
39,15,15.0,0.6362642589666281,,,,,0,0,0,0
40,13,13.0,0.6327498550045811,,,,,0,0,0,0
41,14,14.0,0.628988455243233,,,,,0,0,0,0
42,16,16.0,0.6247191604676503,,,,,0,0,0,0
43,16,16.0,0.6204810567475265,,,,,0,0,0,0
44,14,14.0,0.6167981232210991,,,,,0,0,0,0
45,17,17.0,0.6123576416071819,,,,,0,0,0,0
46,13,13.0,0.6089852459198006,,,,,0,0,0,0
47,11,11.0,0.606147331759225,,,,,0,0,0,0
48,9,9.0,0.603836019744848,,,,,0,0,0,0
49,13,13.0,0.600514243549126,,9.3,42|49|56|63|70|77|84|91|98|105|112|119|126|133|140|147|154|161|168|175|182|189|196|203|210|217|224|231|238|245,10.0|9.0|11.0|9.0|9.0|9.0|10.0|10.0|8.0|8.0|10.0|10.0|9.0|9.0|10.0|10.0|9.0|9.0|10.0|8.0|9.0|9.0|10.0|8.0|9.0|10.0|10.0|9.0|10.0|8.0,0,9.3,0,1
50,14,14.0,0.5969590096247472,,9.3,,,0,9.3,0,0
51,11,11.0,0.5941815701246438,,9.3,,,0,9.3,0,0
52,14,14.0,0.5906668373993385,,9.3,,,0,9.3,0,0
53,11,11.0,0.5879210384698701,,9.3,,,0,9.3,0,0
54,36,36.0,0.5790309580611872,,9.3,,,0,9.3,0,0
55,11,11.0,0.5763436708584979,,9.3,,,0,9.3,0,0
