config,neuron_type,total_cycles,cycles_idle,cycles_load_hl1,cycles_run_timesteps,cycles_finish_q,cycles_done_state,cycles_ts_hl1_step,cycles_ts_fc2_start,cycles_ts_fc2_wait,cycles_ts_hl2_step,cycles_ts_hl2_wait,cycles_ts_next,num_timesteps,cycles_per_timestep,hl1_size,hl2_size,history_length
bitshift-64-32-4,bitshift,3667,1,22,2920,723,1,20,20,2640,20,200,20,20,146.0000,64,32,4
