episode,episode_steps,episode_reward,epsilon,running_avg_100,generalization_avg,generalization_seeds,best_running_avg_100,best_generalization_avg,saved_best_running_model,saved_best_generalization_model
0,22,22.0,0.869063242052883,,,,0,0,0,0
1,11,11.0,0.8649175098745459,,,,0,0,0,0
2,18,18.0,0.8581785041434455,,,,0,0,0,0
3,15,15.0,0.8526049769417754,,,,0,0,0,0
4,27,27.0,0.8426686743281846,,,,0,0,0,0
5,94,94.0,0.8090192150194071,,,,0,0,0,0
6,24,24.0,0.8006576606689191,,,,0,0,0,0
7,15,15.0,0.7954782002705787,,,,0,0,0,0
8,18,18.0,0.7893096648790026,,,,0,0,0,0
9,14,14.0,0.7845469723615637,,,,0,0,0,0
10,13,13.0,0.7801517506754796,,,,0,0,0,0
11,17,17.0,0.774443523033588,,,,0,0,0,0
12,14,14.0,0.7697759083024136,,,,0,0,0,0
13,13,13.0,0.7654684285703868,,,,0,0,0,0
14,39,39.0,0.7526989041039664,,,,0,0,0,0
15,14,14.0,0.7481703590959583,,,,0,0,0,0
16,14,14.0,0.7436707768167357,,,,0,0,0,0
17,14,14.0,0.739199972032486,,,,0,0,0,0
18,34,34.0,0.7284609830752666,,,,0,0,0,0
19,13,13.0,0.7243989191275493,,,,0,0,0,0
20,14,14.0,0.7200513692930601,,,,0,0,0,0
21,27,27.0,0.7117451746376087,,,,0,0,0,0
22,15,15.0,0.7071748405494902,,,,0,0,0,0
23,10,10.0,0.704145359253143,,,,0,0,0,0
24,11,11.0,0.7008289266763998,,,,0,0,0,0
25,24,24.0,0.6936508458382349,,,,0,0,0,0
26,12,12.0,0.690091304208563,,,,0,0,0,0
27,17,17.0,0.6850820128257877,,,,0,0,0,0
28,21,21.0,0.6789477047991122,,,,0,0,0,0
29,11,11.0,0.6757579801599505,,,,0,0,0,0
30,21,21.0,0.6697129780315023,,,,0,0,0,0
31,17,17.0,0.6648618376642281,,,,0,0,0,0
32,13,13.0,0.6611775605348735,,,,0,0,0,0
