seed,best_avg_reward,final_avg_reward,tail_iqm_avg_reward,convergence_episode,total_episodes
42,235.76,119.37,39.72814814814815,,1500
43,495.85,11.87,76.91047619047619,,1500
44,500.0,14.09,11.475925925925925,,1500
45,468.11,224.17,327.8710052910053,,1500
46,486.24,137.88,113.83714285714287,,1500
47,500.0,274.42,394.16624338624337,,1500
48,500.0,324.91,424.78544973544973,,1500
49,500.0,500.0,464.8965608465608,1345,1500
50,446.56,446.05,303.95783068783066,,1500
51,500.0,481.51,496.97582010582005,1224,1500
52,488.37,381.86,426.75253968253963,,1500
53,500.0,439.0,388.6761375661375,,1500
54,290.93,51.82,192.6707407407407,,1500
55,237.39,125.99,95.89174603174604,,1500
56,500.0,500.0,496.73396825396827,1092,1500
57,500.0,157.29,159.54825396825396,,1500
58,367.28,45.95,69.84174603174603,,1500
59,470.85,428.87,287.10915343915343,,1500
60,500.0,259.98,445.23925925925926,,1500
61,500.0,500.0,470.50613756613757,1400,1500
