seed,best_avg_reward,final_avg_reward,tail_iqm_avg_reward,convergence_episode,total_episodes
42,500.0,430.97,311.4682747603834,,2500
43,483.83,362.22,199.43926517571884,,2500
44,500.0,99.06,379.46757188498407,,2500
45,500.0,201.48,298.15287539936105,,2500
46,500.0,387.78,343.6679552715655,,2500
47,500.0,253.7,224.14805111821084,,2500
48,498.82,488.02,193.35345047923323,2481,2500
49,496.02,449.09,286.9970607028754,,2500
50,489.1,317.61,276.5741214057508,,2500
51,489.52,323.24,324.5336102236422,,2500
