config,total_cycles,cycles_idle,cycles_load_hl1,cycles_run_timesteps,cycles_finish_q,cycles_done_state,num_timesteps,cycles_per_timestep,hl1_size,hl2_size,history_length
frac-32-8-8-q2_13,592,1,7,520,63,1,10,52.0000,32,8,8
