episode,episode_steps,running_avg_100,avg_loss
0,16,16.0000,0.0
1,11,13.5000,0.0
2,33,20.0000,0.0
3,22,20.5000,0.0
4,10,18.4000,0.0
5,24,19.3333,0.0
6,14,18.5714,0.6078640421231588
7,24,19.2500,0.5203064841528734
8,11,18.3333,0.4198219017548995
9,12,17.7000,0.3709108705321948
10,11,17.0909,0.32106180624528363
11,27,17.9167,0.25350205931398606
12,12,17.4615,0.1990474412838618
13,22,17.7857,0.16822538524866104
14,20,17.9333,0.1476692259311676
15,14,17.6875,0.12825709315282957
16,9,17.1765,0.11738010909822252
17,15,17.0556,0.11152584205071131
18,12,16.7895,0.10685346461832523
19,14,16.6500,0.1023043165249484
20,14,16.5238,0.09500690443175179
21,16,16.5000,0.09549381257966161
22,14,16.3913,0.09073341265320778
23,13,16.2500,0.08962706820322917
24,25,16.6000,0.09590157002210617
25,11,16.3846,0.09352683208205483
26,10,16.1481,0.0992331139743328
27,15,16.1071,0.10103172461191813
28,14,16.0345,0.09728629301701273
29,12,15.9000,0.11161382744709651
30,10,15.7097,0.10405058339238167
31,16,15.7188,0.09975492092780769
32,14,15.6667,0.12228475298200335
33,10,15.5000,0.12401684075593948
34,21,15.6571,0.10756270587444305
35,13,15.5833,0.10855953395366669
36,11,15.4595,0.10741618207909844
37,14,15.4211,0.11697152416620936
38,18,15.4872,0.1244468063943916
39,12,15.4000,0.11034116459389527
40,18,15.4634,0.11501561519172457
41,9,15.3095,0.12296641452444924
42,12,15.2326,0.12250491604208946
43,14,15.2045,0.1515069960483483
44,12,15.1333,0.11701601309080918
45,9,15.0000,0.15972203926907647
46,12,14.9362,0.1335475786278645
47,10,14.8333,0.13131911233067511
48,11,14.7551,0.13212437589060178
49,13,14.7200,0.14409309682937768
50,9,14.6078,0.1677126238743464
51,28,14.8654,0.16502535848745278
52,16,14.8868,0.144428588449955
53,12,14.8333,0.15741920533279577
54,9,14.7273,0.18765506810612148
55,16,14.7500,0.16786371730268002
56,20,14.8421,0.170319040492177
57,20,14.9310,0.16363936401903628
58,18,14.9831,0.1731158130698734
59,12,14.9333,0.1792923491448164
60,16,14.9508,0.1694407002069056
61,10,14.8710,0.16981456130743028
62,8,14.7619,0.20297178998589516
63,12,14.7188,0.1958228244135777
64,13,14.6923,0.18242703607449165
65,17,14.7273,0.17888673131956773
66,10,14.6567,0.16709000915288924
67,11,14.6029,0.2136626263911074
68,10,14.5362,0.21837012320756913
69,21,14.6286,0.20563923851365135
70,11,14.5775,0.22276248308745297
71,11,14.5278,0.22443691166964444
72,17,14.5616,0.2153066931401982
73,11,14.5135,0.23577960445122284
74,12,14.4800,0.20280224146942297
75,8,14.3947,0.19444242492318153
76,13,14.3766,0.18894970015837595
77,15,14.3846,0.21308695872624714
78,11,14.3418,0.2224997580051422
79,15,14.3500,0.21378093461195627
80,14,14.3457,0.226407667355878
81,17,14.3780,0.23235817691859076
82,16,14.3976,0.20650636171922088
83,15,14.4048,0.22532713015874226
84,19,14.4588,0.23279732348103271
85,13,14.4419,0.21023071557283401
86,14,14.4368,0.2435203120112419
87,12,14.4091,0.2530511586616437
88,12,14.3820,0.23461026325821877
89,15,14.3889,0.23308907747268676
90,16,14.4066,0.26463763136416674
