seed,best_avg_reward,final_avg_reward,tail_iqm_avg_reward,convergence_episode,total_episodes
42,322.48,279.73,249.96169312169314,,1500
43,460.83,323.22,389.29576719576716,,1500
44,432.8,192.82,106.90730158730159,,1500
45,178.02,127.93,127.79,,1500
46,453.12,350.05,343.2519576719577,,1500
47,147.65,135.04,131.85888888888888,,1500
48,500.0,500.0,449.93518518518516,1419,1500
49,336.74,268.42,296.10084656084655,,1500
50,486.77,450.76,361.3860317460318,,1500
51,493.83,478.37,474.9767724867725,1499,1500
