episode,episode_steps,running_avg_100,avg_loss
0,14,14.0000,0.0
1,17,15.5000,0.0
2,23,18.0000,0.0
3,14,17.0000,0.5891603708267212
4,16,16.8000,0.5490464605391026
5,20,17.3333,0.49214737117290497
6,27,18.7143,0.4199505492492958
7,15,18.2500,0.35315063993136087
8,30,19.5556,0.296691869199276
9,20,19.6000,0.23338453769683837
10,18,19.4545,0.19610184844997194
11,12,18.8333,0.1537074005852143
12,15,18.5385,0.1383414511879285
13,17,18.4286,0.12478757386698443
14,14,18.1333,0.11458102294376918
15,14,17.8750,0.1022918378668172
16,28,18.4706,0.09277207111673695
17,24,18.7778,0.07745626630882423
18,18,18.7368,0.06900369417336252
19,17,18.6500,0.05907132410827805
20,28,19.0952,0.04850922165704625
21,14,18.8636,0.04276831474687372
22,24,19.0870,0.03975786711089313
23,17,19.0000,0.03838364155415226
24,14,18.8000,0.03706601807581527
25,10,18.4615,0.03634255435317755
26,14,18.2963,0.03606862887474043
27,12,18.0714,0.03194225300103426
28,27,18.3793,0.03439476603159198
29,30,18.7667,0.03342185008029143
30,21,18.8387,0.03570575000984328
31,27,19.0938,0.03369251245425807
32,13,18.9091,0.04123196987291941
33,17,18.8529,0.045582517871961874
34,15,18.7429,0.043396003047625226
35,12,18.5556,0.03935315258180102
36,14,18.4324,0.04209583019837737
37,19,18.4474,0.05189482005018937
38,17,18.4103,0.043928383027806
39,15,18.3250,0.041469511265556015
40,12,18.1707,0.05686321295797825
41,19,18.1905,0.0617410070998104
42,19,18.2093,0.056160110931255315
43,18,18.2045,0.05244666006830004
44,9,18.0000,0.057408532127738
45,15,17.9348,0.06554285772144794
46,11,17.7872,0.055899778634987095
47,16,17.7500,0.07966499286703765
48,11,17.6122,0.06514843485572121
49,14,17.5400,0.07199403703478831
50,23,17.6471,0.06767874292057494
51,18,17.6538,0.06733015966084269
52,15,17.6038,0.0697239433725675
53,13,17.5185,0.05819611838803841
54,9,17.3636,0.056084692064258784
55,15,17.3214,0.07731154412031174
56,22,17.4035,0.0934458292004737
57,15,17.3621,0.09257004087169965
58,13,17.2881,0.07258960303778832
59,21,17.3500,0.08726365367571513
60,18,17.3607,0.09005665013359652
61,15,17.3226,0.08816968351602554
62,30,17.5238,0.10102620354543129
63,16,17.5000,0.09238236420787871
64,13,17.4308,0.08518438442395283
65,22,17.5000,0.10429039631377567
66,24,17.5970,0.10943134198896587
67,22,17.6618,0.11634386296976697
68,18,17.6667,0.1081569188584884
69,17,17.6571,0.11103422194719315
70,14,17.6056,0.13125729441110576
71,15,17.5694,0.1097596933444341
72,16,17.5479,0.11050860630348325
73,13,17.4865,0.11058415644443952
74,18,17.4933,0.12483807404836018
75,23,17.5658,0.13610908874998923
76,18,17.5714,0.13729604778604376
77,23,17.6410,0.1502225664646729
78,22,17.6962,0.14389502223242412
79,18,17.7000,0.11425093437234561
80,16,17.6790,0.12912632152438164
81,15,17.6463,0.11844230567415555
82,24,17.7229,0.1225674986684074
83,20,17.7500,0.1469865243881941
84,17,17.7412,0.12288421589662046
85,16,17.7209,0.12727714073844254
86,28,17.8391,0.1320393355563283
87,20,17.8636,0.16748665720224382
88,17,17.8539,0.16961142245460958
89,18,17.8556,0.1267341807898548
90,17,17.8462,0.13371902923373616
91,16,17.8261,0.14787131315097213
92,27,17.9247,0.13058585383825833
93,27,18.0213,0.14916068660440268
94,24,18.0842,0.15354100614786148
95,18,18.0833,0.1782903489139345
96,18,18.0825,0.16409996731413734
97,21,18.1122,0.1710888771783738
98,32,18.2525,0.14087909634690732
99,20,18.2700,0.17174527645111085
100,19,18.3200,0.14237409712452637
101,25,18.4000,0.12609403759241103
102,31,18.4800,0.1425364438083864
103,88,19.2200,0.16609315654601564
104,16,19.2200,0.1710583120584488
105,27,19.2900,0.1633373019457967
106,22,19.2400,0.15836271812969988
107,22,19.3100,0.16060908045619726
108,22,19.2300,0.16810268062082204
109,48,19.5100,0.16663957301837704
110,17,19.5000,0.13964234993738286
111,22,19.6000,0.1749095811762593
112,64,20.0900,0.16579502320382744
113,12,20.0400,0.1597327577571074
114,102,20.9200,0.18003493315521993
115,13,20.9100,0.18981952220201492
116,14,20.7700,0.20658703840204648
117,18,20.7100,0.184587757413586
118,12,20.6500,0.22970407952864966
119,11,20.5900,0.22298607128587636
120,15,20.4600,0.207465519135197
121,15,20.4700,0.18369939923286438
122,16,20.3900,0.1791611951775849
123,53,20.7500,0.2220268958371203
124,17,20.7800,0.1785707914215677
125,40,21.0800,0.19137613484635949
126,15,21.0900,0.24789077440897625
127,16,21.1300,0.21650498546659946
128,15,21.0100,0.20525982727607092
129,20,20.9100,0.22116410601884126
130,14,20.8400,0.23548130318522453
131,44,21.0100,0.22507766134698282
132,23,21.1100,0.2359713585642369
133,14,21.0800,0.2044060943382127
134,20,21.1300,0.1858734603971243
135,16,21.1700,0.193718291237019
136,69,21.7200,0.23174757931543433
137,53,22.0600,0.23608737895792387
138,37,22.2600,0.20583011194862225
139,195,24.0600,0.23210374191403388
140,101,24.9500,0.24126997951528814
141,39,25.1500,0.2781447389951119
142,143,26.3900,0.24530487940027998
143,105,27.2600,0.22076976712615717
144,73,27.9000,0.2503421665360666
145,12,27.8700,0.32770842500030994
146,99,28.7500,0.24647456339814447
147,140,29.9900,0.24335605909249614
148,116,31.0400,0.2579922218774927
149,122,32.1200,0.25176951756364985
150,125,33.1400,0.24344573098421096
151,121,34.1700,0.2842046564275568
152,121,35.2300,0.29064897558659564
153,113,36.2300,0.2879554624380791
154,117,37.3100,0.28410337359095234
155,90,38.0600,0.2508736341363854
156,157,39.4100,0.28679865954598044
157,109,40.3500,0.3115602925829931
158,113,41.3500,0.298576581069326
159,157,42.7100,0.3264779072183712
160,167,44.2000,0.3053016285607201
161,196,46.0100,0.2986285445679511
162,270,48.4100,0.2974084540649697
163,194,50.1900,0.3211509672944079
164,143,51.4900,0.34111492830764994
165,209,53.3600,0.29660096048025425
166,184,54.9600,0.31591281584342534
167,182,56.5600,0.2794596010020801
168,144,57.8200,0.33898123014821774
169,171,59.3600,0.32610914952050873
170,270,61.9200,0.3195183186205449
171,193,63.7000,0.31490562481738127
172,237,65.9100,0.3296332171791968
173,236,68.1400,0.3206349087531789
174,191,69.8700,0.29546824399947497
175,248,72.1200,0.3201232899370934
176,258,74.5200,0.28037718767228054
177,248,76.7700,0.3052184378968612
178,222,78.7700,0.311071319925087
179,283,81.4200,0.31648818610150486
180,199,83.2500,0.30137277710902033
181,201,85.1100,0.3105368814917643
182,205,86.9200,0.30817246811418997
183,166,88.3800,0.2916339359818453
184,240,90.6100,0.30831554331816735
185,230,92.7500,0.2733493615103805
186,212,94.5900,0.2970493072116712
187,295,97.3400,0.3161781146238416
188,159,98.7600,0.32616170617581913
189,228,100.8600,0.3136464175196332
190,155,102.2400,0.30962157155717573
191,254,104.6200,0.3164224288771002
192,212,106.4700,0.2692081560644339
193,162,107.8200,0.29783939379324886
194,157,109.1500,0.2955512178551619
195,214,111.1100,0.26560864266808903
196,144,112.3700,0.28348247326600057
197,161,113.7700,0.3203404161222973
198,156,115.0100,0.3050804063677788
199,150,116.3100,0.29785645005603634
200,199,118.1100,0.3063737490219087
201,143,119.2900,0.28100168342877935
202,169,120.6700,0.29779493054871026
203,173,121.5200,0.27452683892380986
204,169,123.0500,0.3011238687842555
205,188,124.6600,0.3021561512129104
206,181,126.2500,0.301736394879897
207,161,127.6400,0.25762855756727066
208,156,128.9800,0.25930742253191197
209,164,130.1400,0.28054410814330344
210,170,131.6700,0.2795091734651257
211,184,133.2900,0.24351170800788247
212,160,134.2500,0.2539391471538693
213,182,135.9500,0.2948687635976207
214,194,136.8700,0.29856040152077823
215,170,138.4400,0.2514000046559993
216,238,140.6800,0.2575913954588796
217,64,141.1400,0.24787204363383353
218,267,143.6900,0.23664877313269433
219,190,145.4800,0.2703118364277639
220,171,147.0400,0.26534206341756017
221,333,150.2200,0.26023229227230715
222,59,150.6500,0.2780958238547131
223,158,151.7000,0.27520478339983695
224,178,153.3100,0.25508984668033846
225,183,154.7400,0.24118338653542956
226,155,156.1400,0.2654251442080544
227,158,157.5600,0.2511462205903062
228,205,159.4600,0.24959520054299658
229,195,161.2100,0.23081920265387265
230,175,162.8200,0.23277469564761435
231,223,164.6100,0.22882584833243502
232,181,166.1900,0.21302223977380694
233,249,168.5400,0.24613802669098578
234,98,169.3200,0.24162504673764415
235,199,171.1500,0.24311561813231689
236,230,172.7600,0.23553669708578484
237,332,175.5500,0.22202677005924373
238,238,177.5600,0.24253429311225896
239,259,178.2000,0.21366236387647716
240,369,180.8800,0.21706070459187837
241,254,183.0300,0.21569854192670404
242,115,182.7500,0.19617936928635057
243,187,183.5700,0.2239932736610984
244,217,185.0100,0.20279648130939854
245,250,187.3900,0.20293632127344607
246,254,188.9400,0.2188340010136131
247,158,189.1200,0.2151093595437234
248,164,189.6000,0.24082712134028353
